,Data_time,lr,Loss,MSE_Loss_target,CE_Loss_source,top1_base,top1_base_per_class,Batch_time,Data_time/avg,lr/avg,Loss/avg,MSE_Loss_target/avg,CE_Loss_source/avg,top1_base/avg,top1_base_per_class/avg,Batch_time/avg,Data_time/sum,lr/sum,Loss/sum,MSE_Loss_target/sum,CE_Loss_source/sum,top1_base/sum,top1_base_per_class/sum,Batch_time/sum
1,0.016004085540771484,0.1,3.4373655319213867,0.00019879365572705865,3.437166690826416,14.84375,13.764368057250977,0.30921292304992676,0.01668463255229749,0.10000000000000048,3.7986711359860603,0.0004255764050819715,3.7982455554761385,9.898574561403509,9.928287835288467,0.34903467412580524,4.755120277404785,28.500000000000135,1082.6212737560272,0.12128927544836188,1082.4999833106995,361100.0,2829.562033057213,99.47488212585449
