,Data_time,lr,Loss,MSE_Loss_target,CE_Loss_source,top1_base,top1_base_per_class,Batch_time,Data_time/avg,lr/avg,Loss/avg,MSE_Loss_target/avg,CE_Loss_source/avg,top1_base/avg,top1_base_per_class/avg,Batch_time/avg,Data_time/sum,lr/sum,Loss/sum,MSE_Loss_target/sum,CE_Loss_source/sum,top1_base/sum,top1_base_per_class/sum,Batch_time/sum
41,0.022782087326049805,0.01,2.7404627799987793,0.003624676028266549,2.7404627799987793,21.875,25.062894821166992,0.32586216926574707,0.05186213673772039,0.010000000000000004,2.6228633506878003,0.002207280367902304,2.6228633506878003,31.73564189189189,31.575968407295846,0.3528054984840187,1.9188990592956543,0.37000000000000016,97.04594397544861,0.08166937361238524,97.04594397544861,150300.0,1168.3108310699463,13.053803443908691
42,0.023941993713378906,0.01,2.6882665157318115,0.003213660791516304,2.6882665157318115,28.125,29.84268569946289,0.3211517333984375,0.05204186568389068,0.010000000000000004,2.659678929560893,0.0022341564071138163,2.659678929560893,30.8277027027027,31.18859713786357,0.35469405071155446,1.925549030303955,0.37000000000000016,98.40812039375305,0.0826637870632112,98.40812039375305,146000.0,1153.9780941009521,13.123679876327515
43,0.020304441452026367,0.01,2.618716239929199,0.002791369566693902,2.618716239929199,32.03125,32.01213455200195,0.3186476230621338,0.0503201742429991,0.010000000000000004,2.6240393406636007,0.0023187830402339633,2.6240393406636007,31.54560810810811,31.465182897206898,0.3521770464407431,1.8618464469909668,0.37000000000000016,97.08945560455322,0.08579497248865664,97.08945560455322,149400.0,1164.2117671966553,13.030550718307495
44,0.0253751277923584,0.01,2.5687150955200195,0.0018368597375229,2.5687150955200195,31.25,32.45283126831055,0.3277153968811035,0.05203511908247664,0.010000000000000004,2.5906689682522335,0.0022386846264723587,2.5906689682522335,32.72804054054054,33.269304069312845,0.3533803256782326,1.9252994060516357,0.37000000000000016,95.85475182533264,0.08283133117947727,95.85475182533264,155000.0,1230.9642505645752,13.075072050094604
45,0.024651288986206055,0.01,2.6082451343536377,0.003439330728724599,2.6082451343536377,34.375,41.82389831542969,0.32232189178466797,0.051903454033104146,0.010000000000000004,2.599774154456886,0.002480164431413082,2.599774154456886,33.2347972972973,33.294294254199876,0.35364245724033666,1.9204277992248535,0.37000000000000016,96.19164371490479,0.09176608396228403,96.19164371490479,157400.0,1231.8888874053955,13.084770917892456
46,0.021298646926879883,0.01,2.6280016899108887,0.00404938543215394,2.6280016899108887,34.375,33.36206817626953,0.32869768142700195,0.05378506634686444,0.010000000000000004,2.554082052127735,0.0027794273305885697,2.554082052127735,33.741554054054056,34.495744550550306,0.3564601266706312,1.9900474548339844,0.37000000000000016,94.5010359287262,0.10283881123177707,94.5010359287262,159800.0,1276.3425483703613,13.189024686813354
47,0.022457122802734375,0.01,2.6591763496398926,0.0022147351410239935,2.6591763496398926,30.46875,30.175203323364258,0.3184657096862793,0.052768307763176994,0.010000000000000004,2.5283145453478837,0.00266193290480186,2.5283145453478837,33.69932432432432,34.13911484383248,0.3538695799337851,1.9524273872375488,0.37000000000000016,93.5476381778717,0.09849151747766882,93.5476381778717,159600.0,1263.1472492218018,13.093174457550049
48,0.02061748504638672,0.01,2.667309284210205,0.00322781247086823,2.667309284210205,28.90625,27.867231369018555,0.31841444969177246,0.05396230156357224,0.010000000000000004,2.5147051875655717,0.002788097843074718,2.5147051875655717,34.10050675675676,34.54254588565311,0.35701574505986394,1.9966051578521729,0.37000000000000016,93.04409193992615,0.10315962019376457,93.04409193992615,161500.0,1278.074197769165,13.209582567214966
49,0.019893884658813477,0.01,2.684779405593872,0.003858578857034445,2.684779405593872,34.375,36.510677337646484,0.31328511238098145,0.052689249451095994,0.010000000000000004,2.52456183046908,0.0030749512779702608,2.52456183046908,33.445945945945944,34.126779350074564,0.35333427867373907,1.9495022296905518,0.37000000000000016,93.40878772735596,0.11377319728489965,93.40878772735596,158400.0,1262.6908359527588,13.073368310928345
50,0.019417285919189453,0.01,2.5107903480529785,0.002495249267667532,2.5107903480529785,33.59375,37.654319763183594,0.3161931037902832,0.05145275914991224,0.010000000000000004,2.5105188472850903,0.0029681871513005447,2.5105188472850903,34.755067567567565,34.785502975051465,0.35204995000684586,1.903752088546753,0.37000000000000016,92.88919734954834,0.10982292459812015,92.88919734954834,164600.0,1287.0636100769043,13.025848150253296
51,0.02655935287475586,0.01,2.5422651767730713,0.003965245094150305,2.5422651767730713,38.28125,37.69841003417969,0.3267176151275635,0.05257276586584143,0.010000000000000004,2.4691664914827087,0.003157946891528932,2.4691664914827087,36.845439189189186,36.652803988070104,0.3542992617632892,1.9451923370361328,0.37000000000000016,91.35916018486023,0.11684403498657048,91.35916018486023,174500.0,1356.1537475585938,13.1090726852417
52,0.026540517807006836,0.01,2.6438887119293213,0.002315958496183157,2.6438887119293213,32.8125,36.48484802246094,0.33394503593444824,0.05209249419135016,0.010000000000000004,2.51890534323615,0.003374280489830149,2.51890534323615,35.2195945945946,35.302671690244935,0.3549625164753682,1.927422285079956,0.37000000000000016,93.19949769973755,0.12484837812371552,93.19949769973755,166800.0,1306.1988525390625,13.133613109588623
53,0.02022099494934082,0.01,2.575979709625244,0.002715061418712139,2.575979709625244,35.9375,33.21428680419922,0.32236337661743164,0.05260941144582387,0.010000000000000004,2.4244856963286527,0.002847397042362875,2.4244856963286527,36.99324324324324,37.40258794217496,0.3535157216561807,1.9465482234954834,0.37000000000000016,89.70597076416016,0.10535369056742638,89.70597076416016,175200.0,1383.8957538604736,13.080081701278687
54,0.022228479385375977,0.01,2.434839963912964,0.003188998205587268,2.434839963912964,45.3125,45.944175720214844,0.3168492317199707,0.05188778928808264,0.010000000000000004,2.5357526121912777,0.003014150934570746,2.5357526121912777,33.84712837837838,35.157187590727936,0.35249109525938294,1.9198482036590576,0.37000000000000016,93.82284665107727,0.1115235845791176,93.82284665107727,160300.0,1300.8159408569336,13.042170524597168
55,0.023411273956298828,0.01,2.6425938606262207,0.0028523278888314962,2.6425938606262207,26.5625,27.272724151611328,0.3212928771972656,0.053544849962801545,0.010000000000000004,2.4942654918979956,0.0032370855459137944,2.4942654918979956,35.5785472972973,35.342748384217956,0.35533782598134633,1.9811594486236572,0.37000000000000016,92.28782320022583,0.1197721651988104,92.28782320022583,168500.0,1307.6816902160645,13.147499561309814
